Hshd_num,last_purchase_date,first_purchase_date,purchase_count,total_spend,total_units,avg_basket_value,unique_products,store_region,tenure,tenure_safe,purchase_frequency,recency,spend_per_day,spend_per_visit,product_diversity,dept_food,dept_non-food,dept_pharma,Loyalty_flag,Age_range,Marital_status,Income_range,Homeowner_desc,Hshd_composition,Hshd_size,Children,future_spend,annual_clv,blended_monthly_spend,clv_12_month,predicted_clv,clv_tier
10,2020-05-12,2018-08-19,148,8328.26,1673,56.27202702702703,646,EAST,632,632,7.025316455696203,5,13.177626582278481,56.27202702702703,0.38613269575612674,4697.25,3374.66,256.35,Y,45-54,Single,35-49K,Homeowner,1 Adult,1.0,,1126.65,4506.6,395.3287974683544,4743.945569620253,4829.332812109943,Gold
29,2019-10-19,2019-03-10,2,19.950000000000003,6,9.975000000000001,6,CENTRAL,223,223,0.26905829596412556,211,0.08946188340807176,9.975000000000001,1.0,18.950000000000003,1.0,0.0,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3.0,1.0,0.0,0.0,1.6397260273972605,19.676712328767124,24.893939616616485,Bronze
53,2020-05-17,2018-08-20,153,5351.05,2601,34.97418300653595,724,EAST,636,636,7.216981132075472,0,8.413600628930817,34.97418300653595,0.27835447904652055,3600.82,1479.41,270.82,Y,55-64,Married,50-74K,Homeowner,2 Adults and Kids,3.0,1.0,639.27,2557.08,252.40801886792454,3028.8962264150946,3042.3852921896905,Silver
54,2020-05-12,2018-08-20,237,7266.360000000001,3464,30.65974683544304,998,EAST,631,631,11.26782884310618,5,11.515625990491285,30.65974683544304,0.2881062355658199,5562.79,1692.09,11.48,Y,75+,Married,UNDER 35K,Homeowner,2 Adults,2.0,,780.25,3121.0,345.4687797147385,4145.625356576862,4148.763659241599,Gold
60,2020-05-16,2018-08-19,518,26982.27,10162,52.08932432432433,2052,EAST,636,636,24.433962264150946,1,42.42495283018868,52.08932432432432,0.2019287541822476,19590.96,6550.38,840.9300000000001,Y,45-54,Married,35-49K,Homeowner,2 Adults and Kids,5.0,3.0,3646.06,14584.24,1272.7485849056604,15272.983018867926,13879.306755965186,Platinum
81,2020-05-04,2019-04-22,7,39.82,9,5.688571428571429,9,EAST,378,378,0.5555555555555556,13,0.10534391534391535,5.688571428571429,1.0,34.83,4.99,0.0,N,55-64,Married,50-74K,Homeowner,2 Adults and Kids,3.0,1.0,0.0,0.0,3.1603174603174606,37.923809523809524,72.70761974742695,Bronze
92,2019-03-27,2018-10-30,2,29.07,14,14.535,7,CENTRAL,148,148,0.4054054054054054,417,0.1964189189189189,14.535,0.5,29.07,0.0,0.0,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3.0,1.0,0.0,0.0,2.3893150684931506,28.671780821917807,56.258914744934245,Bronze
99,2020-05-17,2018-08-17,206,13709.18,5007,66.54941747572816,1127,SOUTH,639,639,9.671361502347418,0,21.454115805946792,66.54941747572816,0.22508488116636707,11608.43,1737.24,363.51,Y,35-44,Married,75-99K,Homeowner,2 Adults and Kids,3.0,1.0,2108.11,8432.44,643.6234741784037,7723.481690140845,7736.190095724377,Platinum
115,2019-08-08,2019-08-06,2,100.26,40,50.13000000000001,36,SOUTH,2,2,30.0,283,50.13,50.13,0.9,63.980000000000004,33.29,2.99,Y,35-44,Married,35-49K,Homeowner,2 Adults and Kids,5.0,3.0,0.0,0.0,8.24054794520548,98.88657534246576,321.20783387546453,Bronze
117,2020-05-12,2018-08-17,236,17226.99,4442,72.99572033898306,1718,EAST,634,634,11.167192429022082,5,27.17190851735016,72.99572033898306,0.38676271949572266,14492.880000000001,2232.16,501.95,Y,45-54,Single,150K+,Homeowner,1 Adult and Kids,5.0,3.0,1514.35,6057.4,815.1572555205048,9781.887066246058,9951.014296935218,Platinum
136,2020-05-15,2018-08-17,228,13266.460000000001,2598,58.18622807017543,1267,EAST,637,637,10.737833594976452,2,20.82646781789639,58.186228070175446,0.48768283294842185,8602.26,4123.74,540.4599999999999,Y,55-64,Married,50-74K,Homeowner,2 Adults and Kids,3.0,1.0,589.36,2357.44,624.7940345368917,7497.5284144427005,7474.24325784204,Platinum
139,2018-11-02,2018-09-01,9,668.88,245,74.32000000000001,122,EAST,62,62,4.354838709677419,562,10.788387096774194,74.32,0.49795918367346936,559.58,107.31,1.99,Y,55-64,Single,35-49K,Renter,Single Female,1.0,,0.0,0.0,54.97643835616438,659.7172602739726,639.2806256839939,Bronze
151,2020-05-17,2018-08-18,272,7879.31,2647,28.96805147058824,1056,EAST,638,638,12.789968652037619,0,12.350015673981192,28.968051470588236,0.398942198715527,6301.51,1300.6200000000001,277.18,N,45-54,Single,150K+,Homeowner,1 Adult,1.0,,762.84,3051.36,370.5004702194358,4446.005642633229,4443.674854655785,Gold
159,2020-05-17,2018-08-18,199,8445.36,3963,42.438994974874376,1321,EAST,638,638,9.357366771159874,0,13.237241379310346,42.438994974874376,0.3333333333333333,7046.05,1356.3500000000001,42.96,Y,,,,,,,,1539.97,6159.88,397.11724137931037,4765.4068965517245,4848.303460742491,Gold
160,2020-03-04,2018-08-17,95,2217.89,600,23.346210526315787,361,EAST,565,565,5.04424778761062,74,3.9254690265486722,23.346210526315787,0.6016666666666667,1928.52,230.39,58.980000000000004,Y,45-54,Married,100-150K,Homeowner,2 Adults and Kids,4.0,2.0,736.9300000000001,2947.7200000000003,117.76407079646017,1413.1688495575222,1344.3253260922852,Bronze
172,2020-05-17,2018-08-17,120,5076.39,2539,42.30325,615,EAST,639,639,5.633802816901408,0,7.944272300469484,42.303250000000006,0.24222134698700276,4042.11,879.09,155.19,Y,75+,Single,UNDER 35K,Homeowner,1 Adult,1.0,,493.14,1972.56,238.32816901408452,2859.938028169014,2857.3052029609944,Silver
183,2020-05-13,2018-08-19,254,17464.45,4689,68.75767716535432,1652,EAST,633,633,12.037914691943127,4,27.58996840442338,68.75767716535434,0.3523139262102794,15548.23,1605.63,310.59000000000003,Y,35-44,Single,50-74K,Homeowner,1 Adult and Kids,2.0,1.0,2496.17,9984.68,827.6990521327014,9932.388625592415,10118.636655051996,Platinum
184,2020-03-23,2018-08-24,189,5203.84,1832,27.533544973544974,824,EAST,577,577,9.826689774696707,55,9.018786828422877,27.533544973544974,0.4497816593886463,4060.23,958.26,185.35,Y,55-64,Married,35-49K,Renter,2 Adults and Kids,3.0,1.0,926.04,3704.16,270.5636048526863,3246.763258232236,3208.1730103480595,Silver
185,2019-12-13,2018-11-23,2,28.93,9,14.465,9,EAST,385,385,0.15584415584415584,156,0.07514285714285714,14.465,1.0,25.94,2.99,0.0,Y,45-54,Married,100-150K,Homeowner,2 Adults and Kids,3.0,1.0,0.0,0.0,2.254285714285714,27.051428571428566,54.58243302808815,Bronze
186,2020-03-22,2019-02-16,8,188.1,82,23.5125,59,EAST,400,400,0.6,56,0.47025,23.5125,0.7195121951219512,186.1,2.0,0.0,N,45-54,Married,100-150K,Homeowner,2 Adults and Kids,3.0,1.0,0.0,0.0,14.107499999999998,169.28999999999996,147.16033468495,Bronze
196,2020-05-03,2018-08-27,53,5140.24,1300,96.98566037735849,598,CENTRAL,615,615,2.5853658536585367,14,8.358113821138211,96.98566037735849,0.46,3744.28,1296.54,99.42,Y,35-44,Married,50-74K,Renter,2 Adults and Kids,3.0,1.0,658.17,2632.68,250.74341463414632,3008.9209756097557,3015.1630023180555,Silver
210,2020-05-14,2018-08-19,188,12137.92,3910,64.56340425531916,1176,EAST,634,634,8.89589905362776,3,19.14498422712934,64.56340425531916,0.30076726342710997,10115.380000000001,1577.23,445.31,Y,,,,,,,,2595.37,10381.48,574.3495268138802,6892.194321766562,6899.107990836608,Platinum
225,2019-07-27,2019-07-27,1,44.66,12,44.660000000000004,11,SOUTH,0,1,30.0,295,44.66,44.66,0.9166666666666666,5.880000000000001,38.78,0.0,N,65-74,Single,35-49K,Homeowner,Single Female,1.0,,0.0,0.0,3.670684931506849,44.04821917808219,345.5709555732914,Bronze
242,2020-05-14,2018-08-17,160,5804.74,1463,36.279625,307,EAST,636,636,7.547169811320755,3,9.12694968553459,36.279624999999996,0.20984278879015722,4905.1900000000005,815.73,83.82000000000001,N,55-64,Single,50-74K,,1 Adult and Kids,2.0,1.0,1237.7,4950.8,273.80849056603773,3285.7018867924526,3252.09683854532,Silver
264,2019-10-22,2018-10-30,2,54.55,21,27.275000000000002,15,CENTRAL,357,357,0.1680672268907563,208,0.15280112044817926,27.275,0.7142857142857143,49.06,5.49,0.0,Y,35-44,,UNDER 35K,Homeowner,2 Adults,2.0,,0.0,0.0,4.483561643835616,53.80273972602739,83.69282666004163,Bronze
308,2020-05-17,2018-08-17,637,13447.74,6760,21.11105180533752,854,EAST,639,639,29.906103286384976,0,21.044976525821596,21.11105180533752,0.12633136094674557,5622.79,7351.3099999999995,473.64,Y,65-74,Single,50-74K,Homeowner,Single Female,1.0,,1688.43,6753.72,631.3492957746479,7576.191549295774,7557.263526375864,Platinum
361,2020-05-15,2018-08-17,332,7080.11,2243,21.325632530120483,863,SOUTH,637,637,15.63579277864992,2,11.114772370486655,21.32563253012048,0.3847525635309853,5884.58,1037.57,157.96,N,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3.0,1.0,712.5,2850.0,333.44317111459964,4001.3180533751956,3986.7391753991806,Gold
401,2020-05-17,2018-08-21,236,11754.51,5272,49.807245762711865,1226,CENTRAL,635,635,11.149606299212598,0,18.51103937007874,49.807245762711865,0.2325493171471927,10891.5,821.01,42.0,Y,55-64,Single,35-49K,Homeowner,1 Adult and Kids,2.0,1.0,1822.57,7290.28,555.3311811023622,6663.9741732283455,6779.834921434264,Platinum
422,2020-05-14,2018-08-19,145,4591.51,1668,31.665586206896553,974,CENTRAL,634,634,6.861198738170347,3,7.242129337539432,31.665586206896553,0.5839328537170264,4157.17,433.34,1.0,Y,35-44,Single,50-74K,Homeowner,1 Adult and Kids,5.0,3.0,267.12,1068.48,217.26388012618298,2607.1665615141956,2559.8479171694607,Silver
428,2020-05-17,2018-08-18,184,7152.99,2503,38.87494565217391,794,CENTRAL,638,638,8.652037617554859,0,11.211583072100312,38.87494565217391,0.31721933679584496,6158.59,897.87,96.53,Y,75+,Married,35-49K,Homeowner,2 Adults,2.0,,1572.4,6289.6,336.3474921630094,4036.169905956113,4012.4010206284756,Gold
438,2020-05-17,2018-08-17,452,32406.73,7381,71.69630530973453,816,CENTRAL,639,639,21.220657276995304,0,50.71475743348983,71.69630530973451,0.11055412545725511,21880.64,3887.23,6638.86,Y,35-44,Single,150K+,Renter,1 Adult and Kids,2.0,1.0,3400.4900000000002,13601.960000000001,1521.4427230046947,18257.312676056335,13676.13191937505,Platinum
453,2020-05-13,2018-08-20,130,9921.47,2587,76.319,767,EAST,632,632,6.170886075949367,4,15.698528481012657,76.31899999999999,0.2964824120603015,8121.21,997.27,802.99,Y,19-24,Married,150K+,Homeowner,2 Adults,2.0,,2846.2,11384.8,470.9558544303797,5651.470253164556,5675.592018485517,Gold
455,2020-04-08,2020-04-08,1,2.49,1,2.49,1,SOUTH,0,1,30.0,39,2.49,2.49,1.0,2.49,0.0,0.0,Y,45-54,Married,75-99K,Homeowner,2 Adults and Kids,5.0,3.0,0.0,0.0,0.20465753424657535,2.4558904109589044,32.378077219777566,Bronze
459,2020-05-16,2018-08-26,182,5110.08,1492,28.077362637362636,827,CENTRAL,629,629,8.680445151033387,1,8.124133545310016,28.077362637362636,0.5542895442359249,4470.0,560.72,79.36,N,55-64,Married,50-74K,Homeowner,2 Adults and Kids,3.0,1.0,800.26,3201.04,243.7240063593005,2924.688076311606,2929.594619654984,Silver
482,2020-05-15,2018-08-18,119,3344.8,1480,28.107563025210087,713,CENTRAL,636,636,5.613207547169812,2,5.259119496855346,28.107563025210087,0.4817567567567568,2865.04,479.76,0.0,N,35-44,Single,50-74K,Homeowner,1 Adult,1.0,,360.37,1441.48,157.77358490566039,1893.2830188679245,1888.746204139043,Bronze
514,2020-05-17,2018-08-17,207,16265.94,4941,78.57942028985508,1316,CENTRAL,639,639,9.71830985915493,0,25.45530516431925,78.57942028985508,0.26634284557781823,14775.9,1253.41,236.63,Y,65-74,Married,75-99K,Homeowner,2 Adults and Kids,,,2262.57,9050.28,763.6591549295774,9163.90985915493,9243.445309209099,Platinum
525,2020-05-11,2018-08-19,136,4972.77,2092,36.56448529411765,841,CENTRAL,631,631,6.465927099841521,6,7.880776545166404,36.56448529411765,0.4020076481835564,4589.56,343.77,39.44,Y,55-64,Single,UNDER 35K,Homeowner,1 Adult and Kids,2.0,1.0,547.57,2190.28,236.4232963549921,2837.079556259905,2818.8068940721046,Silver
554,2020-05-13,2018-08-18,164,4761.03,1794,29.03067073170732,592,CENTRAL,634,634,7.7602523659306,4,7.509511041009463,29.030670731707314,0.32998885172798215,3807.07,945.0,8.96,N,55-64,Single,UNDER 35K,,Single Female,1.0,,568.14,2272.56,225.2853312302839,2703.423974763407,2732.0791882102258,Silver
575,2020-05-15,2018-08-19,125,3291.52,1342,26.332160000000002,495,CENTRAL,635,635,5.905511811023621,2,5.183496062992126,26.33216,0.36885245901639346,2824.85,434.89,31.779999999999998,Y,65-74,Single,50-74K,Homeowner,Single Male,1.0,,322.55,1290.2,155.50488188976377,1866.0585826771653,1873.9037354840466,Bronze
577,2020-05-11,2018-08-17,144,5933.3,2412,41.20347222222222,788,CENTRAL,633,633,6.824644549763033,6,9.373301737756714,41.203472222222224,0.32669983416252074,4443.81,1019.03,470.46,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults,2.0,,828.38,3313.52,281.1990521327014,3374.388625592417,3445.856286737799,Silver
590,2020-05-17,2018-08-19,197,8203.19,2728,41.64055837563451,969,CENTRAL,637,637,9.277864992150706,0,12.87784929356358,41.64055837563452,0.3552052785923754,8009.03,189.18,4.98,Y,55-64,Married,35-49K,Homeowner,2 Adults and Kids,5.0,3.0,1579.33,6317.32,386.33547880690736,4636.025745682889,4623.100281310624,Gold
594,2020-05-17,2018-08-26,89,2362.7000000000003,1037,26.54719101123596,194,CENTRAL,630,630,4.238095238095238,0,3.750317460317461,26.54719101123596,0.1870781099324976,2189.69,120.24000000000001,52.769999999999996,N,35-44,Single,35-49K,Homeowner,1 Adult and Kids,2.0,1.0,311.27,1245.08,112.50952380952383,1350.1142857142859,1333.8922479041537,Bronze
605,2020-05-10,2018-08-18,206,4238.38,2171,20.574660194174758,656,CENTRAL,631,631,9.793977812995244,7,6.716925515055467,20.574660194174758,0.3021649009672962,3941.79,263.61,32.980000000000004,N,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3.0,1.0,445.98,1783.92,201.50776545166403,2418.0931854199684,2415.2070950478183,Silver
616,2020-05-14,2018-08-17,165,10678.23,3607,64.71654545454545,581,CENTRAL,636,636,7.783018867924529,3,16.789669811320753,64.71654545454545,0.16107568616578874,9627.51,1041.84,8.879999999999999,Y,,,,,,,,1961.47,7845.88,503.69009433962265,6044.281132075472,6086.674050978714,Gold
631,2020-05-16,2018-08-17,146,5028.1900000000005,2100,34.43965753424657,859,CENTRAL,638,638,6.865203761755486,1,7.881175548589343,34.43965753424658,0.40904761904761905,4396.61,491.04,140.54,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,,,1291.18,5164.72,236.43526645768029,2837.2231974921633,2827.886076662588,Silver
632,2020-05-16,2018-08-18,159,6589.8,2282,41.445283018867926,1048,CENTRAL,637,637,7.488226059654631,1,10.345054945054946,41.445283018867926,0.45924627519719546,5592.84,469.8,527.16,Y,55-64,Married,50-74K,Homeowner,2 Adults,2.0,,876.62,3506.48,310.35164835164835,3724.21978021978,3702.373640201127,Silver
642,2020-05-10,2018-08-20,109,2542.11,916,23.32211009174312,445,CENTRAL,629,629,5.198728139904611,7,4.041510333863275,23.32211009174312,0.48580786026200873,2022.0,505.73,14.379999999999999,N,45-54,Single,35-49K,Homeowner,1 Adult and Kids,2.0,1.0,436.18,1744.72,121.24531001589827,1454.9437201907792,1378.8788504474498,Bronze
651,2020-05-14,2018-08-19,222,7383.63,2868,33.25959459459459,1287,CENTRAL,634,634,10.504731861198739,3,11.646104100946372,33.259594594594596,0.448744769874477,7054.43,329.2,0.0,Y,,,,,,,,1542.56,6170.24,349.3831230283912,4192.597476340694,4189.4234210697505,Gold
655,2020-05-13,2018-08-18,164,5407.54,1719,32.972804878048784,924,CENTRAL,634,634,7.7602523659306,4,8.529242902208201,32.97280487804878,0.537521815008726,3789.92,1264.15,353.46999999999997,N,65-74,Single,UNDER 35K,Homeowner,1 Adult,1.0,,574.39,2297.56,255.87728706624605,3070.5274447949528,3063.8566341276555,Silver
682,2020-05-10,2018-08-18,160,3194.41,1461,19.9650625,496,CENTRAL,631,631,7.606973058637084,7,5.062456418383518,19.9650625,0.3394934976043806,2961.62,223.3,9.49,N,45-54,Single,35-49K,Homeowner,1 Adult and Kids,3.0,2.0,261.33,1045.32,151.87369255150554,1822.4843106180665,1843.1582444559272,Bronze
692,2020-05-12,2018-08-18,133,6135.95,2088,46.13496240601504,723,CENTRAL,633,633,6.303317535545023,5,9.6934439178515,46.134962406015035,0.34626436781609193,5366.52,707.7,61.730000000000004,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,,,885.73,3542.92,290.803317535545,3489.63981042654,3489.4177712922337,Silver
720,2020-05-12,2018-08-19,132,10185.880000000001,2201,77.16575757575758,872,CENTRAL,632,632,6.265822784810126,5,16.116898734177216,77.16575757575758,0.3961835529304861,8543.16,1566.54,76.18,Y,65-74,Married,75-99K,Homeowner,2 Adults,2.0,,1931.22,7724.88,483.5069620253165,5802.083544303798,5767.37188839572,Gold
733,2019-01-02,2019-01-02,1,19.080000000000002,5,19.080000000000002,5,CENTRAL,0,1,30.0,501,19.080000000000002,19.080000000000002,1.0,1.1600000000000001,17.92,0.0,N,65-74,Single,UNDER 35K,Homeowner,1 Adult,1.0,,0.0,0.0,1.5682191780821921,18.818630136986307,101.7185189066168,Bronze
762,2020-05-10,2018-08-18,75,2940.89,1301,39.21186666666667,578,CENTRAL,631,631,3.565768621236133,7,4.660681458003169,39.211866666666666,0.44427363566487316,2194.7200000000003,733.19,12.98,N,45-54,Single,50-74K,Renter,1 Adult and Kids,2.0,1.0,319.41,1277.64,139.82044374009507,1677.8453248811409,1723.5127239401904,Bronze
764,2020-05-11,2018-08-17,187,7733.58,2545,41.356042780748666,839,CENTRAL,633,633,8.86255924170616,6,12.217345971563981,41.356042780748666,0.32966601178781924,6906.72,715.08,111.78,Y,35-44,Single,100-150K,Homeowner,1 Adult and Kids,2.0,1.0,1708.39,6833.56,366.5203791469194,4398.244549763033,4377.061347366083,Gold
766,2020-05-09,2018-08-20,105,8194.34,2374,78.04133333333334,1033,CENTRAL,628,628,5.015923566878981,8,13.048312101910827,78.04133333333334,0.43513058129738835,5562.51,1607.68,1024.15,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3.0,1.0,1961.96,7847.84,391.44936305732483,4697.392356687898,4616.817467017836,Gold
779,2020-05-17,2018-08-17,576,11487.65,4473,19.94383680555556,1358,CENTRAL,639,639,27.04225352112676,0,17.97754303599374,19.943836805555556,0.30359937402190923,9825.49,1604.84,57.32,Y,,Single,50-74K,Homeowner,Single Female,1.0,,1599.14,6396.56,539.3262910798122,6471.915492957747,6402.88802877604,Platinum
780,2019-03-13,2019-03-13,1,1.99,1,1.99,1,CENTRAL,0,1,30.0,431,1.99,1.99,1.0,0.0,0.0,1.99,Y,55-64,Married,50-74K,Homeowner,2 Adults and Kids,3.0,1.0,0.0,0.0,0.16356164383561644,1.9627397260273973,38.72397644831988,Bronze
789,2020-05-16,2018-08-17,168,16455.43,4260,97.9489880952381,1614,CENTRAL,638,638,7.899686520376176,1,25.792210031347963,97.9489880952381,0.3788732394366197,14382.41,1861.89,211.13,Y,55-64,Married,150K+,Homeowner,2 Adults and Kids,3.0,1.0,1429.69,5718.76,773.7663009404389,9285.195611285268,9281.982823096818,Platinum
794,2020-04-29,2018-08-26,37,2795.61,731,75.55702702702703,459,EAST,612,612,1.8137254901960786,18,4.567990196078432,75.55702702702703,0.627906976744186,1999.82,672.12,123.67,Y,75+,Single,35-49K,Homeowner,Single Female,1.0,,221.97,887.88,137.03970588235296,1644.4764705882355,1704.0503348555185,Bronze
801,2020-05-13,2018-08-18,138,6424.9,2019,46.55724637681159,690,CENTRAL,634,634,6.529968454258675,4,10.13391167192429,46.55724637681159,0.34175334323922735,5944.2,267.4,213.3,Y,45-54,Married,50-74K,Homeowner,2 Adults and Kids,3.0,1.0,959.1,3836.4,304.0173501577287,3648.208201892744,3633.914151090912,Silver
808,2020-05-17,2018-08-17,96,3274.9500000000003,1463,34.114062499999996,538,CENTRAL,639,639,4.507042253521127,0,5.125117370892019,34.1140625,0.3677375256322625,2778.46,201.34,295.15,Y,75+,Married,UNDER 35K,Homeowner,2 Adults,2.0,,466.78,1867.12,153.75352112676057,1845.042253521127,1868.1657082640106,Bronze
812,2019-02-01,2018-08-23,55,1631.2,520,29.658181818181824,241,CENTRAL,162,162,10.185185185185185,471,10.069135802469136,29.65818181818182,0.4634615384615385,1005.83,620.38,4.99,Y,55-64,Married,50-74K,,2 Adults,2.0,,0.0,0.0,134.07123287671234,1608.8547945205482,1457.482523054267,Bronze
815,2020-05-17,2018-08-19,276,23473.33,6722,85.04829710144926,1669,CENTRAL,637,637,12.998430141287283,0,36.849811616954476,85.04829710144928,0.2482891996429634,19405.86,3782.04,285.43,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults,2.0,,4186.72,16746.88,1105.4943485086342,13265.93218210361,13424.249482698382,Platinum
839,2020-05-15,2018-08-20,95,6793.9400000000005,1705,71.51515789473684,723,EAST,634,634,4.495268138801262,2,10.715993690851736,71.51515789473684,0.4240469208211144,5259.85,1113.97,420.12,Y,65-74,Single,35-49K,Homeowner,1 Adult,1.0,,646.9,2587.6,321.47981072555206,3857.7577287066247,3921.320656562032,Silver
845,2020-05-07,2018-08-19,221,7499.25,2988,33.93325791855204,1332,EAST,627,627,10.574162679425838,10,11.960526315789474,33.93325791855204,0.4457831325301205,7190.0,248.7,60.55,Y,45-54,Single,UNDER 35K,Renter,1 Adult and Kids,2.0,1.0,1232.1,4928.4,358.8157894736842,4305.789473684211,4307.1713528086975,Gold
881,2019-01-04,2019-01-04,1,28.810000000000002,9,28.810000000000002,6,WEST,0,1,30.0,499,28.810000000000002,28.810000000000002,0.6666666666666666,14.850000000000001,13.96,0.0,Y,75+,Married,35-49K,,2 Adults,2.0,,0.0,0.0,2.3679452054794523,28.415342465753426,46.66737765002058,Bronze
915,2019-02-24,2019-02-24,2,18.89,9,9.445,8,WEST,0,1,60.0,448,18.89,9.445,0.8888888888888888,17.4,1.49,0.0,Y,55-64,Married,100-150K,Homeowner,2 Adults,2.0,,34.71,138.84,13.090904109589042,157.0908493150685,77.81150309233728,Bronze
916,2020-03-30,2018-10-26,34,1273.1200000000001,471,37.44470588235294,238,WEST,521,521,1.9577735124760076,48,2.443608445297505,37.44470588235294,0.505307855626327,1138.08,124.56,10.48,N,65-74,Married,100-150K,Homeowner,2 Adults and Kids,3.0,1.0,0.0,0.0,73.30825335892514,879.6990403071018,758.6914515740987,Bronze
918,2020-03-12,2018-08-21,4,38.12,24,9.530000000000001,9,CENTRAL,569,569,0.210896309314587,66,0.06699472759226713,9.53,0.375,33.63,0.0,4.49,Y,55-64,,150K+,Homeowner,2 Adults,2.0,,0.0,0.0,2.009841827768014,24.118101933216167,89.20168589185609,Bronze
982,2020-05-06,2018-08-24,81,5831.95,2451,71.99938271604938,838,EAST,621,621,3.9130434782608696,11,9.39122383252818,71.99938271604938,0.3419012647898817,4379.8,1336.95,115.2,Y,55-64,Married,75-99K,Homeowner,2 Adults,2.0,,778.39,3113.56,281.7367149758454,3380.840579710145,3356.036502753438,Silver
984,2020-05-17,2018-08-18,393,12538.83,5921,31.905419847328243,1841,EAST,638,638,18.479623824451412,0,19.65333855799373,31.905419847328243,0.31092720824185105,10816.85,1560.79,161.19,Y,45-54,Married,50-74K,Homeowner,2 Adults and Kids,3.0,1.0,1581.06,6324.24,589.600156739812,7075.201880877743,7117.346454094148,Platinum
986,2020-05-17,2018-08-20,122,5391.83,2232,44.19532786885246,827,EAST,636,636,5.754716981132075,0,8.477720125786163,44.19532786885246,0.37051971326164873,4294.32,1066.15,31.36,Y,,Single,35-49K,Renter,Single Female,1.0,,1261.89,5047.56,254.3316037735849,3051.979245283019,3059.224320612685,Silver
991,2020-05-17,2018-08-17,1421,23351.15,8073,16.43289936664321,3407,EAST,639,639,66.71361502347418,0,36.54327073552426,16.43289936664321,0.4220240307196829,19367.05,3662.43,321.67,Y,25-34,Single,50-74K,Renter,Single Male,1.0,,1655.16,6620.64,1096.2981220657277,13155.577464788734,13556.504917500784,Platinum
992,2020-05-17,2018-08-18,324,9091.76,4191,28.06098765432099,1188,EAST,638,638,15.235109717868339,0,14.250407523510972,28.06098765432099,0.28346456692913385,8381.84,602.64,107.28,Y,35-44,Single,75-99K,Renter,Single Male,1.0,,1781.63,7126.52,427.5122257053292,5130.14670846395,5167.675605044615,Gold
1012,2020-05-12,2018-08-24,101,3923.1,1950,38.842574257425746,714,EAST,627,627,4.832535885167465,5,6.256937799043062,38.84257425742574,0.36615384615384616,3594.44,217.21,111.45,N,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3.0,1.0,487.98,1951.92,187.7081339712919,2252.4976076555026,2220.8291423654773,Silver
1015,2020-05-10,2018-08-17,263,9651.12,3845,36.69627376425856,1498,EAST,632,632,12.484177215189874,7,15.270759493670887,36.69627376425856,0.3895968790637191,8360.47,1195.7,94.95,Y,45-54,Single,UNDER 35K,Homeowner,1 Adult and Kids,4.0,3.0,907.71,3630.84,458.12278481012663,5497.47341772152,5538.02301866804,Gold
1020,2020-05-16,2018-08-17,597,10666.59,3327,17.866984924623114,1124,EAST,638,638,28.072100313479623,1,16.718793103448277,17.866984924623114,0.3378418996092576,8939.57,1549.75,177.27,Y,55-64,Married,150K+,Homeowner,2 Adults and Kids,4.0,2.0,2266.39,9065.56,501.5637931034483,6018.76551724138,6086.674050978714,Gold
1034,2020-05-10,2018-08-17,305,14047.78,6837,46.05829508196721,1761,EAST,632,632,14.477848101265822,7,22.227500000000003,46.058295081967216,0.25756910925844667,13539.32,504.47,3.99,Y,25-34,Single,35-49K,Renter,1 Adult and Kids,5.0,3.0,2924.0,11696.0,666.825,8001.900000000001,7812.259414496096,Platinum
1080,2020-05-11,2018-08-18,257,8435.09,2604,32.82136186770428,642,EAST,632,632,12.199367088607595,6,13.346661392405064,32.82136186770428,0.2465437788018433,7762.97,618.04,54.08,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4.0,2.0,1471.74,5886.96,400.3998417721519,4804.798101265823,4851.189905405645,Gold
1082,2020-05-17,2018-08-17,544,22251.16,7473,40.90286764705883,2374,EAST,639,639,25.539906103286384,0,34.82184663536776,40.90286764705883,0.31767697042687004,19781.74,1819.22,650.1999999999999,Y,35-44,Single,UNDER 35K,Renter,Single Male,1.0,,3597.28,14389.12,1044.6553990610328,12535.864788732393,13020.334986454061,Platinum
1102,2020-05-09,2018-08-17,217,22633.23,6358,104.30059907834102,1479,EAST,631,631,10.316957210776545,8,35.868827258320124,104.30059907834101,0.232620320855615,19821.99,2379.9,431.34,Y,35-44,Married,75-99K,Homeowner,2 Adults and Kids,5.0,3.0,4037.2000000000003,16148.800000000001,1076.0648177496037,12912.777812995244,13301.143979347247,Platinum
1112,2020-04-26,2019-05-16,29,1027.94,426,35.44620689655173,227,SOUTH,346,346,2.514450867052023,21,2.9709248554913295,35.44620689655173,0.5328638497652582,908.46,119.48,0.0,Y,55-64,Married,150K+,Homeowner,2 Adults,2.0,,0.0,0.0,84.4882191780822,1013.8586301369864,721.24151195946,Bronze
