Hshd_num,last_purchase_date,first_purchase_date,purchase_count,total_spend,total_units,avg_basket_value,unique_products,store_region,tenure,tenure_safe,purchase_frequency,recency,spend_per_day,spend_per_visit,product_diversity,dept_food,dept_non-food,dept_pharma,Loyalty_flag,Age_range,Marital_status,Income_range,Homeowner_desc,Hshd_composition,Hshd_size,Children,future_spend,annual_clv,blended_monthly_spend,clv_12_month,predicted_clv,clv_tier
2022,2020-05-16,2018-08-20,177,15812.52,4528,89.33627118644068,1762,SOUTH,635,635,8.362204724409448,1,24.9016062992126,89.33627118644068,0.38913427561837455,11399.57,4109.3,303.65,Y,35-44,Single,150K+,Homeowner,Single Male,1.0,,3113.85,12455.4,747.0481889763779,8964.578267716535,9130.525095123512,Platinum
2024,2020-05-09,2018-08-18,146,10074.8,3937,69.0054794520548,911,WEST,630,630,6.9523809523809526,8,15.99174603174603,69.00547945205479,0.2313944627889256,8566.26,1340.63,167.91,Y,,,,,,,,1397.02,5588.08,479.7523809523809,5757.028571428571,5735.273634791562,Gold
2027,2019-09-07,2019-09-07,1,25.97,3,25.97,3,SOUTH,0,1,30.0,253,25.97,25.97,1.0,17.98,7.99,0.0,Y,,,,,,,,0.0,0.0,2.1345205479452054,25.614246575342463,24.451707786242682,Bronze
2066,2020-05-10,2018-08-17,199,5467.64,2469,27.475577889447234,1061,CENTRAL,632,632,9.44620253164557,7,8.651329113924051,27.475577889447237,0.42972863507492914,5276.1,142.1,49.44,Y,25-34,Single,50-74K,,Single Female,1.0,,1085.66,4342.64,259.53987341772154,3114.4784810126584,3102.530303576414,Silver
2077,2020-05-14,2018-08-18,193,13470.49,4792,69.79528497409328,1728,EAST,635,635,9.118110236220472,3,21.21337007874016,69.79528497409326,0.3606010016694491,12151.48,1280.3500000000001,38.66,Y,35-44,Single,75-99K,Homeowner,Single Male,1.0,,1214.3,4857.2,636.4011023622047,7636.8132283464565,7622.893286243116,Platinum
2102,2020-05-15,2018-08-20,258,7516.01,2528,29.131821705426358,987,SOUTH,634,634,12.20820189274448,2,11.854905362776025,29.131821705426358,0.39042721518987344,6633.7,852.59,29.72,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,3.0,1.0,1361.27,5445.08,355.6471608832808,4267.765930599369,4263.144834603355,Gold
2143,2020-05-17,2018-08-17,234,10820.06,3371,46.23957264957266,1225,EAST,639,639,10.985915492957746,0,16.93280125195618,46.23957264957265,0.36339365173539007,9632.23,1046.6,141.23,Y,45-54,Single,100-150K,Homeowner,1 Adult and Kids,4.0,3.0,1523.97,6095.88,507.98403755868543,6095.808450704225,6161.373725971505,Gold
2148,2020-05-09,2018-08-25,97,4418.85,1956,45.555154639175264,672,CENTRAL,623,623,4.670947030497593,8,7.092857142857143,45.555154639175264,0.34355828220858897,4148.3,259.38,11.170000000000002,Y,35-44,Single,35-49K,Homeowner,1 Adult and Kids,2.0,1.0,1045.5,4182.0,212.7857142857143,2553.4285714285716,2526.642082017257,Silver
2150,2020-05-15,2018-08-19,235,10517.47,3700,44.75519148936171,1414,EAST,635,635,11.10236220472441,2,16.562944881889763,44.7551914893617,0.38216216216216214,8342.57,1746.94,427.96,Y,55-64,Married,35-49K,Homeowner,2 Adults,2.0,,836.25,3345.0,496.88834645669283,5962.6601574803135,6004.314787411409,Gold
2175,2020-05-17,2018-08-18,485,18366.06,6837,37.86816494845361,1979,WEST,638,638,22.805642633228842,0,28.78692789968652,37.86816494845361,0.2894544390814685,15290.33,2730.7400000000002,344.99,Y,45-54,Single,50-74K,Homeowner,1 Adult and Kids,4.0,3.0,1358.44,5433.76,863.6078369905957,10363.294043887148,10743.834432265787,Platinum
2178,2020-05-11,2018-08-18,138,4997.49,1748,36.21369565217391,649,SOUTH,632,632,6.550632911392405,6,7.907420886075949,36.21369565217391,0.37128146453089245,4522.81,474.68,0.0,Y,25-34,Single,UNDER 35K,Homeowner,Single Female,1.0,,899.15,3596.6,237.22262658227848,2846.6715189873416,2827.886076662588,Silver
2189,2020-05-11,2018-08-18,233,6584.81,2580,28.260987124463522,774,EAST,632,632,11.060126582278482,6,10.419003164556962,28.260987124463522,0.3,4791.14,1234.25,559.42,N,65-74,Married,UNDER 35K,Homeowner,2 Adults,2.0,,941.11,3764.44,312.57009493670887,3750.8411392405064,3704.775795521844,Silver
2200,2020-05-14,2018-08-19,367,9078.7,3672,24.737602179836514,1376,WEST,634,634,17.365930599369086,3,14.319716088328077,24.737602179836514,0.3747276688453159,7952.6,1104.63,21.47,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults,2.0,,1125.49,4501.96,429.5914826498423,5155.097791798107,5167.675605044615,Gold
2211,2020-05-17,2018-08-20,239,5151.35,2152,21.553765690376572,895,WEST,636,636,11.273584905660378,0,8.099606918238994,21.553765690376572,0.4158921933085502,4601.1900000000005,534.39,15.77,N,45-54,Single,50-74K,Homeowner,Single Female,1.0,,1038.34,4153.36,242.98820754716985,2915.858490566038,2920.533754574965,Silver
2225,2020-05-16,2018-08-25,207,3580.46,1144,17.296908212560385,279,SOUTH,630,630,9.857142857142858,1,5.6832698412698415,17.296908212560385,0.24388111888111888,2443.73,1123.25,13.48,N,35-44,Single,35-49K,Homeowner,1 Adult and Kids,,,628.45,2513.8,170.49809523809523,2045.9771428571428,1967.7318403977383,Silver
2232,2020-05-10,2018-08-22,189,4347.77,2065,23.004074074074072,930,CENTRAL,627,627,9.043062200956939,7,6.9342424242424245,23.004074074074076,0.45036319612590797,3630.98,544.82,171.97,N,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3.0,1.0,574.86,2299.44,208.02727272727276,2496.3272727272733,2511.627462474703,Silver
2244,2020-05-06,2018-09-01,153,7821.71,2120,51.12228758169935,1108,CENTRAL,613,613,7.487765089722675,11,12.759722675367048,51.12228758169935,0.5226415094339623,6255.62,1566.09,0.0,Y,,Single,35-49K,Renter,Single Female,1.0,,1618.56,6474.24,382.79168026101144,4593.5001631321375,4545.9856888749755,Gold
2260,2020-05-12,2018-08-18,219,6037.31,2276,27.567625570776258,1172,WEST,633,633,10.379146919431278,5,9.537614533965245,27.567625570776258,0.5149384885764499,4649.17,1163.22,224.92000000000002,Y,,,,,,,,809.24,3236.96,286.12843601895736,3433.5412322274883,3460.229034667491,Silver
2264,2020-05-03,2018-08-17,208,6068.05,1675,29.17331730769231,851,SOUTH,625,625,9.984,14,9.70888,29.173317307692308,0.5080597014925373,4374.17,1494.53,199.35,Y,,,,,,,,1297.94,5191.76,291.26640000000003,3495.1968000000006,3484.2884131156916,Silver
2291,2020-05-12,2018-08-18,280,14811.15,3655,52.89696428571429,1881,SOUTH,633,633,13.270142180094785,5,23.398341232227487,52.89696428571428,0.5146374829001368,8103.81,6184.37,522.97,Y,,,,,,,,2191.88,8767.52,701.9502369668246,8423.402843601896,8288.079330696979,Platinum
2306,2018-11-10,2018-11-10,1,33.92,13,33.92,11,WEST,0,1,30.0,554,33.92,33.92,0.8461538461538461,33.92,0.0,0.0,Y,75+,Married,50-74K,Homeowner,2 Adults,2.0,,0.0,0.0,2.7879452054794522,33.455342465753425,66.32563605130866,Bronze
2319,2020-05-13,2018-08-26,99,4305.27,964,43.487575757575755,403,WEST,626,626,4.744408945686901,4,6.8774281150159755,43.48757575757576,0.41804979253112035,4027.22,246.59,31.46,N,75+,Married,50-74K,Homeowner,2 Adults,2.0,,656.37,2625.48,206.32284345047924,2475.874121405751,2501.0603942759963,Silver
2320,2020-05-17,2018-08-19,430,9368.32,2820,21.78679069767442,974,WEST,637,637,20.251177394034535,0,14.706938775510203,21.78679069767442,0.3453900709219858,7450.87,1087.82,829.63,N,55-64,Married,75-99K,Homeowner,2 Adults,2.0,,1209.21,4836.84,441.2081632653061,5294.497959183673,5238.591568726939,Gold
2322,2020-05-15,2018-08-17,149,9859.48,3496,66.17100671140939,1156,WEST,637,637,7.017268445839874,2,15.477990580847724,66.17100671140939,0.3306636155606407,7615.51,2111.57,132.4,Y,,,,,,,,1731.49,6925.96,464.3397174254317,5572.07660910518,5615.195792872451,Gold
2325,2019-12-24,2018-12-10,3,113.71000000000001,39,37.903333333333336,33,WEST,379,379,0.237467018469657,145,0.30002638522427444,37.903333333333336,0.8461538461538461,112.71000000000001,0.0,1.0,N,,,,,,,,0.0,0.0,9.000791556728233,108.0094986807388,111.09256662424228,Bronze
2337,2019-01-10,2018-10-21,12,173.37,67,14.4475,59,CENTRAL,81,81,4.444444444444444,493,2.1403703703703703,14.4475,0.8805970149253731,162.37,11.0,0.0,N,35-44,Married,35-49K,Homeowner,2 Adults and Kids,3.0,1.0,0.0,0.0,14.24958904109589,170.99506849315068,155.52179403352545,Bronze
2345,2020-05-16,2018-08-20,188,5693.87,1783,30.286542553191488,760,WEST,635,635,8.881889763779528,1,8.966724409448819,30.286542553191488,0.4262478968031408,4831.67,827.72,34.48,Y,55-64,Married,35-49K,Renter,2 Adults and Kids,3.0,1.0,755.01,3020.04,269.00173228346455,3228.0207874015746,3242.259734318277,Silver
2371,2020-05-12,2018-08-20,122,14559.48,3835,119.34,880,WEST,631,631,5.800316957210776,5,23.073660855784468,119.34,0.22946544980443284,11390.57,2844.42,324.49,Y,55-64,Married,150K+,Homeowner,2 Adults and Kids,3.0,1.0,2297.21,9188.84,692.2098256735339,8306.517908082407,8274.825451876006,Platinum
2375,2020-05-17,2018-08-17,421,12514.65,2121,29.726009501187644,565,WEST,639,639,19.76525821596244,0,19.584741784037558,29.726009501187647,0.2663837812352664,12135.49,341.21000000000004,37.95,N,65-74,Married,UNDER 35K,Homeowner,2 Adults,2.0,,2196.33,8785.32,587.5422535211267,7050.50704225352,7131.449283514983,Platinum
2379,2020-05-09,2018-08-17,182,2692.31,1737,14.792912087912088,539,WEST,631,631,8.652931854199682,8,4.266735340729001,14.792912087912088,0.3103051237766264,2407.03,198.84,86.44,N,75+,Married,35-49K,Homeowner,2 Adults,2.0,,464.51,1858.04,128.00206022187004,1536.0247226624406,1513.1305237336935,Bronze
2391,2020-05-17,2018-08-19,399,8063.67,2622,20.2096992481203,1174,WEST,637,637,18.791208791208792,0,12.658822605965463,20.2096992481203,0.4477498093058734,6771.75,1144.85,147.07,N,55-64,Married,75-99K,Renter,2 Adults and Kids,5.0,3.0,998.51,3994.04,379.7646781789639,4557.176138147566,4564.58733115798,Gold
2406,2020-05-15,2018-08-18,227,5074.09,1885,22.352819383259913,1012,WEST,636,636,10.70754716981132,2,7.97812893081761,22.352819383259913,0.5368700265251989,4482.29,332.67,259.13,N,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3.0,1.0,1063.19,4252.76,239.34386792452833,2872.12641509434,2859.702106497646,Silver
2420,2020-05-16,2018-08-19,252,11044.86,3127,43.828809523809525,891,WEST,636,636,11.88679245283019,1,17.3661320754717,43.828809523809525,0.2849376399104573,10014.04,913.69,117.13,Y,55-64,Married,75-99K,Homeowner,2 Adults,2.0,,1980.13,7920.52,520.9839622641509,6251.807547169811,6259.209715737504,Gold
2429,2019-06-04,2019-06-02,3,111.43,29,37.14333333333334,27,SOUTH,2,2,45.0,348,55.715,37.14333333333334,0.9310344827586207,111.43,0.0,0.0,Y,55-64,Married,150K+,Homeowner,2 Adults and Kids,3.0,1.0,0.0,0.0,9.158630136986302,109.90356164383562,114.310274990009,Bronze
2433,2020-05-16,2018-08-17,401,17734.670000000002,5537,44.22610972568578,1995,WEST,638,638,18.855799373040753,1,27.797288401253923,44.22610972568579,0.36030341340075855,14484.970000000001,3017.53,232.17,Y,45-54,,150K+,Homeowner,2 Adults and Kids,3.0,1.0,2014.97,8059.88,833.9186520376177,10007.023824451411,10289.78670703653,Platinum
2435,2020-05-12,2018-08-17,425,10662.130000000001,3807,25.087364705882354,1902,WEST,634,634,20.110410094637224,5,16.817239747634073,25.087364705882354,0.4996059889676911,9428.12,1180.45,53.56,Y,,,,,,,,1097.85,4391.4,504.51719242902215,6054.206309148266,6086.674050978714,Gold
2436,2020-05-14,2018-08-17,380,11636.23,3110,30.621657894736842,1381,WEST,636,636,17.92452830188679,3,18.295959119496853,30.621657894736842,0.4440514469453376,8627.89,2716.96,291.38,Y,55-64,Single,150K+,Homeowner,Single Male,1.0,,1812.43,7249.72,548.8787735849056,6586.545283018868,6623.575535755176,Platinum
2442,2020-05-13,2018-08-18,336,16091.2,7574,47.89047619047619,2245,WEST,634,634,15.899053627760253,4,25.38044164037855,47.89047619047619,0.2964087668339055,14147.56,1888.43,55.21,Y,65-74,Single,35-49K,Homeowner,Single Female,1.0,,1654.54,6618.16,761.4132492113565,9136.958990536277,9197.355103143747,Platinum
2453,2020-05-17,2018-08-26,305,9219.51,4659,30.227901639344257,1846,WEST,630,630,14.523809523809524,0,14.634142857142857,30.227901639344264,0.39622236531444516,7277.7,1768.19,173.62,Y,35-44,Single,35-49K,Homeowner,1 Adult and Kids,,,613.2,2452.8,439.0242857142857,5268.291428571429,5227.711433192122,Gold
2454,2020-04-30,2018-09-03,60,1252.91,461,20.881833333333336,270,CENTRAL,605,605,2.975206611570248,17,2.070925619834711,20.881833333333336,0.5856832971800434,1002.04,213.92000000000002,36.95,N,45-54,Married,50-74K,Homeowner,2 Adults and Kids,3.0,1.0,18.94,75.76,62.127768595041324,745.5332231404959,738.742425487132,Bronze
2504,2020-05-17,2018-08-21,142,4769.96,1178,33.5912676056338,553,WEST,635,635,6.708661417322834,0,7.511748031496063,33.5912676056338,0.4694397283531409,4328.9400000000005,416.55,24.47,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults,2.0,,1655.68,6622.72,225.3524409448819,2704.2292913385827,2732.0791882102258,Silver
2507,2020-05-17,2018-08-18,552,12817.83,5966,23.220706521739135,1670,WEST,638,638,25.956112852664578,0,20.09064263322884,23.22070652173913,0.2799195440831378,11597.03,1146.8500000000001,73.95,Y,45-54,Married,35-49K,Homeowner,2 Adults and Kids,3.0,1.0,1931.48,7725.92,602.7192789968652,7232.631347962382,7231.312064338205,Platinum
